SRA,contig,contig_length,circularity,classification
SRR14026549,49,5400,0,chromosome
SRR14026549,4,130108,0,chromosome
SRR14026549,50,5078,0,chromosome
SRR14026549,51,3440,0,chromosome
SRR14026549,52,3237,0,chromosome
SRR14026549,53,3138,0,chromosome
SRR14026549,54,2532,0,chromosome
SRR14026549,55,1682,0,chromosome
SRR14026549,56,1616,0,chromosome
SRR14026549,57,1582,0,chromosome
SRR14026549,58,1365,0,chromosome
SRR14026549,59,1284,0,chromosome
SRR14026549,5,129095,0,chromosome
SRR14026549,60,1263,0,chromosome
SRR14026549,61,1037,0,chromosome
SRR14026549,62,881,0,chromosome
SRR14026549,63,787,0,chromosome
SRR14026549,64,766,0,chromosome
SRR14026549,65,611,0,chromosome
SRR14026549,66,527,0,chromosome
SRR14026549,67,387,0,chromosome
SRR14026549,68,383,0,chromosome
SRR14026549,69,288,0,chromosome
SRR14026549,6,114130,0,chromosome
SRR14026549,70,269,0,chromosome
SRR14026549,71,254,0,chromosome
SRR14026549,72,235,0,chromosome
SRR14026549,73,126,0,chromosome
SRR14026549,74,124,0,chromosome
SRR14026549,75,116,0,chromosome
SRR14026549,76,114,0,chromosome
SRR14026549,77,112,0,chromosome
SRR14026549,78,103,0,chromosome
SRR14026549,79,102,0,chromosome
SRR14026549,7,97099,0,chromosome
SRR14026549,8,95615,0,chromosome
SRR14026549,9,93926,0,chromosome
SRR14024997,10,11636,0,chromosome
SRR14024997,11,7268,0,chromosome
SRR14024997,12,2783,0,chromosome
SRR14024997,13,2431,0,chromosome
SRR14024997,14,1677,0,chromosome
SRR14024997,15,1657,0,chromosome
SRR14024997,1,1330569,0,chromosome
SRR14024997,2,731340,0,chromosome
SRR14024997,3,652491,0,chromosome
SRR14024997,4,210599,1,plasmid
SRR14024997,5,41618,0,chromosome
SRR14024997,6,39801,0,chromosome
SRR14024997,7,25673,0,chromosome
SRR14024997,8,23159,0,chromosome
SRR14024997,9,23129,0,chromosome
SRR14026503,1,1207347,0,chromosome
SRR14026503,2,1023564,0,chromosome
SRR14026503,3,160087,0,chromosome
SRR14026503,4,82523,0,chromosome
SRR14026503,5,62315,0,chromosome
SRR14026503,6,52867,0,chromosome
SRR14026503,7,46041,0,chromosome
SRR14026503,8,42321,0,chromosome
SRR14026503,9,41530,0,chromosome
SRR14026503,10,27859,1,plasmid
SRR14026503,11,24427,0,chromosome
SRR14026503,12,8369,0,chromosome
SRR14026503,13,7497,0,chromosome
SRR14026503,14,3135,0,chromosome
SRR14026503,15,1681,0,chromosome
SRR14026503,16,1274,0,chromosome
SRR14026503,17,478,0,chromosome
SRR14011043,1,1048289,0,chromosome
SRR14011043,2,669781,0,chromosome
SRR14011043,3,435226,0,chromosome
SRR14011043,4,229938,0,chromosome
SRR14011043,5,179621,0,chromosome
SRR14011043,6,136367,0,chromosome
SRR14011043,7,130538,0,chromosome
SRR14011043,8,59481,0,chromosome
SRR14011043,9,58641,0,chromosome
SRR14011043,10,48487,0,chromosome
SRR14011043,11,38861,1,plasmid
SRR14011043,12,33790,0,chromosome
SRR14011043,13,31330,0,chromosome
SRR14011043,14,29827,0,chromosome
SRR14011043,15,23833,0,chromosome
SRR14011043,16,18172,0,chromosome
SRR14011043,17,17493,0,chromosome
SRR14011043,18,15836,0,chromosome
SRR14011043,19,13542,0,chromosome
SRR14011043,20,11337,0,chromosome
SRR14011043,21,10305,0,chromosome
SRR14011043,22,7657,0,chromosome
SRR14011043,23,7246,0,chromosome
SRR14011043,24,6976,0,chromosome
SRR14011043,25,6031,0,chromosome
SRR14011043,26,5506,0,chromosome
SRR14011043,27,5356,0,chromosome
SRR14011043,28,5081,0,chromosome
SRR14011043,29,5010,0,chromosome
SRR14011043,30,4637,0,chromosome
SRR14011043,31,4055,0,chromosome
SRR14011043,32,3862,0,chromosome
SRR14011043,33,3498,0,chromosome
SRR14011043,34,3378,0,chromosome
SRR14011043,35,3221,1,plasmid
SRR14011043,36,2936,0,chromosome
SRR14011043,37,2474,0,chromosome
SRR14011043,38,2056,1,plasmid
SRR14011043,39,1962,0,chromosome
SRR14011043,40,1789,0,chromosome
SRR14011043,41,1694,0,chromosome
SRR14011043,42,1466,0,chromosome
SRR14011043,43,1447,0,chromosome
SRR14011043,44,1410,0,chromosome
SRR14011043,45,1407,0,chromosome
SRR14011043,46,1310,0,chromosome
SRR14011043,47,1301,0,chromosome
SRR14011043,48,1157,0,chromosome
SRR14011043,49,1132,0,chromosome
SRR14011043,50,1128,0,chromosome
SRR14011043,51,1092,0,chromosome
SRR14011043,52,918,0,chromosome
SRR14011043,53,893,0,chromosome
SRR14011043,54,794,0,chromosome
SRR14011043,55,697,0,chromosome
SRR14011043,56,550,0,chromosome
SRR14011043,57,386,0,chromosome
SRR14011043,58,372,0,chromosome
SRR14011043,59,370,0,chromosome
SRR14026476,1,975160,0,chromosome
SRR14026476,2,370994,0,chromosome
SRR14026476,3,351664,0,chromosome
SRR14026476,4,350197,0,chromosome
SRR14026476,5,265958,0,chromosome
SRR14026476,6,128561,0,chromosome
SRR14026476,7,80803,0,chromosome
SRR14026476,8,69247,1,plasmid
SRR14026476,9,68962,1,plasmid
SRR14026476,10,24111,0,chromosome
SRR14026476,11,3396,0,chromosome
SRR14026476,12,3322,0,chromosome
SRR14026476,13,1722,0,chromosome
SRR14026476,14,1674,0,chromosome
SRR14026476,15,657,0,chromosome
SRR14026476,16,610,0,chromosome
SRR14024963,10,2587,0,chromosome
SRR14024963,11,1537,0,chromosome
SRR14024963,12,675,0,chromosome
SRR14024963,1,2568989,0,chromosome
SRR14024963,2,157300,0,chromosome
SRR14024963,3,90188,0,chromosome
SRR14024963,4,62782,0,chromosome
SRR14024963,5,32127,0,chromosome
SRR14024963,6,28227,1,plasmid
SRR14024963,7,5131,0,chromosome
SRR14024963,8,4331,0,chromosome
SRR14024963,9,2778,0,chromosome
SRR14024990,10,1542,0,chromosome
SRR14024990,11,1516,0,chromosome
SRR14024990,12,482,0,chromosome
SRR14024990,13,152,0,chromosome
SRR14024990,1,2569335,1,chromosome
SRR14024990,2,203237,1,plasmid
SRR14024990,3,48640,0,chromosome
SRR14024990,4,27064,0,chromosome
SRR14024990,5,20039,0,chromosome
SRR14024990,6,17664,0,chromosome
SRR14024990,7,5254,1,plasmid
SRR14024990,8,4423,0,chromosome
SRR14024990,9,2572,0,chromosome
SRR14024974,10,2062,0,chromosome
SRR14024974,11,2058,0,chromosome
SRR14024974,12,1911,0,chromosome
SRR14024974,13,1803,0,chromosome
SRR14024974,1,2570042,1,chromosome
SRR14024974,2,203213,1,plasmid
SRR14024974,3,67775,0,chromosome
SRR14024974,4,20673,1,plasmid
SRR14024974,5,8989,0,chromosome
SRR14024974,6,5563,0,chromosome
SRR14024974,7,5254,1,plasmid
SRR14024974,8,4937,0,chromosome
SRR14024974,9,4623,0,chromosome
SRR14026545,1,1422131,0,chromosome
SRR14026545,2,744133,0,chromosome
SRR14026545,3,450698,0,chromosome
SRR14026545,4,237971,0,chromosome
SRR14026545,5,165872,0,chromosome
SRR14026545,6,64594,0,chromosome
SRR14026545,7,56687,0,chromosome
SRR14026545,8,53876,0,chromosome
SRR14026545,9,34154,0,chromosome
SRR14026545,10,12934,0,chromosome
SRR14026545,11,7792,0,chromosome
SRR14026545,12,3276,0,chromosome
SRR14026545,13,3136,0,chromosome
SRR14026545,14,2726,0,chromosome
SRR14026545,15,2172,0,chromosome
SRR14026545,16,1783,0,chromosome
SRR14026545,17,1701,0,chromosome
SRR14026545,18,1694,0,chromosome
SRR14026545,19,1659,0,chromosome
SRR14026545,20,1506,0,chromosome
SRR14026545,21,1439,0,chromosome
SRR14026545,22,964,0,chromosome
SRR14026545,23,850,0,chromosome
SRR14026545,24,788,0,chromosome
SRR14026545,25,773,0,chromosome
SRR14026545,26,718,0,chromosome
SRR14026545,27,711,0,chromosome
SRR14026545,28,649,0,chromosome
SRR14026545,29,582,0,chromosome
SRR14026545,30,566,0,chromosome
SRR14026545,31,548,0,chromosome
SRR14026545,32,535,0,chromosome
SRR14026545,33,482,0,chromosome
SRR14026545,34,465,0,chromosome
SRR14026545,35,455,0,chromosome
SRR14026545,36,437,0,chromosome
SRR14026545,37,428,0,chromosome
SRR14026545,38,427,0,chromosome
SRR14026545,39,420,0,chromosome
SRR14026545,40,409,0,chromosome
SRR14026545,41,399,0,chromosome
SRR14026545,42,370,0,chromosome
SRR14026545,43,356,0,chromosome
SRR14026545,44,356,0,chromosome
SRR14010983,1,1334786,0,chromosome
SRR14010983,2,730364,0,chromosome
SRR14010983,3,692913,0,chromosome
SRR14010983,4,140939,0,chromosome
SRR14010983,5,58352,1,plasmid
SRR14010983,6,35617,0,chromosome
SRR14010983,7,28517,0,chromosome
SRR14010983,8,28233,0,chromosome
SRR14010983,9,26736,0,chromosome
SRR14010983,10,23502,1,plasmid
SRR14010983,11,19831,0,chromosome
SRR14010983,12,16949,0,chromosome
SRR14010983,13,15663,0,chromosome
SRR14010983,14,14454,0,chromosome
SRR14010983,15,8735,0,chromosome
SRR14010983,16,8291,0,chromosome
SRR14010983,17,7207,0,chromosome
SRR14010983,18,5983,0,chromosome
SRR14010983,19,5591,0,chromosome
SRR14010983,20,5320,0,chromosome
SRR14010983,21,5201,1,plasmid
SRR14010983,22,4465,1,plasmid
SRR14010983,23,3683,0,chromosome
SRR14010983,24,3348,0,chromosome
SRR14010983,25,3136,0,chromosome
SRR14010983,26,3086,0,chromosome
SRR14010983,27,3050,0,chromosome
SRR14010983,28,2885,0,chromosome
SRR14010983,29,2487,0,chromosome
SRR14010983,30,2440,0,chromosome
SRR14010983,31,1246,0,chromosome
SRR14010983,32,1043,0,chromosome
SRR14010983,33,1024,0,chromosome
SRR14010988,1,1284565,0,chromosome
SRR14010988,2,449527,0,chromosome
SRR14010988,3,379847,0,chromosome
SRR14010988,4,369073,0,chromosome
SRR14010988,5,192428,0,chromosome
SRR14010988,6,107399,0,chromosome
SRR14010988,7,50550,1,plasmid
SRR14010988,8,42373,0,chromosome
SRR14010988,9,36075,0,chromosome
SRR14010988,10,27879,0,chromosome
SRR14010988,11,11788,0,chromosome
SRR14010988,12,9708,0,chromosome
SRR14010988,13,8816,0,chromosome
SRR14010988,14,6784,0,chromosome
SRR14010988,15,6173,1,plasmid
SRR14010988,16,5088,1,plasmid
SRR14010988,17,4986,0,chromosome
SRR14010988,18,4465,1,plasmid
SRR14010988,19,4350,0,chromosome
SRR14010988,20,3406,1,plasmid
SRR14010988,21,2290,0,chromosome
SRR14010988,22,2267,0,chromosome
SRR14010988,23,2056,1,plasmid
SRR14010988,24,1979,1,plasmid
SRR14010988,25,1779,0,chromosome
SRR14010988,26,1515,0,chromosome
SRR14010988,27,1431,0,chromosome
SRR14010988,28,1265,0,chromosome
SRR14010988,29,1240,0,chromosome
SRR14010988,30,994,0,chromosome
SRR14010988,31,899,0,chromosome
SRR14010988,32,846,0,chromosome
SRR14010988,33,830,0,chromosome
SRR14010988,34,668,0,chromosome
SRR14010988,35,657,0,chromosome
SRR14010988,36,504,0,chromosome
SRR14010988,37,462,0,chromosome
SRR14010988,38,443,0,chromosome
SRR14010988,39,430,0,chromosome
SRR14010988,40,414,0,chromosome
SRR14010988,41,396,0,chromosome
SRR14010988,42,365,0,chromosome
SRR14010988,43,322,0,chromosome
SRR14010988,44,322,0,chromosome
SRR14010988,45,319,0,chromosome
SRR14026541,10,2961,0,chromosome
SRR14026541,11,2378,0,chromosome
SRR14026541,12,2340,0,chromosome
SRR14026541,13,2154,0,chromosome
SRR14026541,14,2097,0,chromosome
SRR14026541,15,773,0,chromosome
SRR14026541,16,773,0,chromosome
SRR14026541,17,433,0,chromosome
SRR14026541,18,132,0,chromosome
SRR14026541,1,2638224,0,chromosome
SRR14026541,2,178827,0,chromosome
SRR14026541,3,136740,0,chromosome
SRR14026541,4,26540,1,plasmid
SRR14026541,5,10035,0,chromosome
SRR14026541,6,7447,0,chromosome
SRR14026541,7,4706,0,chromosome
SRR14026541,8,3220,0,chromosome
SRR14026541,9,3174,1,plasmid
SRR14022763,10,5863,0,chromosome
SRR14022763,11,4777,0,chromosome
SRR14022763,12,3972,0,chromosome
SRR14022763,13,3175,1,plasmid
SRR14022763,14,2957,0,chromosome
SRR14022763,15,2483,0,chromosome
SRR14022763,16,2424,0,chromosome
SRR14022763,17,2294,0,chromosome
SRR14022763,18,2129,0,chromosome
SRR14022763,19,1910,0,chromosome
SRR14022763,1,2589079,0,chromosome
SRR14022763,20,1799,0,chromosome
SRR14022763,21,1749,0,chromosome
SRR14022763,22,183,0,chromosome
SRR14022763,23,183,0,chromosome
SRR14022763,24,111,0,chromosome
SRR14022763,2,244713,1,plasmid
SRR14022763,3,33762,0,chromosome
SRR14022763,4,33456,0,chromosome
SRR14022763,5,19146,0,chromosome
SRR14022763,6,15292,0,chromosome
SRR14022763,7,12303,0,chromosome
SRR14022763,8,10693,1,plasmid
SRR14022763,9,7264,0,chromosome
SRR14026537,10,22973,0,chromosome
SRR14026537,11,18759,0,chromosome
SRR14026537,12,18074,0,chromosome
SRR14026537,13,17935,0,chromosome
SRR14026537,14,16866,0,chromosome
SRR14026537,15,16711,0,chromosome
SRR14026537,16,16298,0,chromosome
SRR14026537,17,15967,0,chromosome
SRR14026537,18,15335,0,chromosome
SRR14026537,19,13811,0,chromosome
SRR14026537,1,1505701,0,chromosome
SRR14026537,20,12891,0,chromosome
SRR14026537,21,12841,0,chromosome
SRR14026537,22,12615,0,chromosome
SRR14026537,23,12515,0,chromosome
SRR14026537,24,12114,0,chromosome
SRR14026537,25,11242,0,chromosome
SRR14026537,26,11179,0,chromosome
SRR14026537,27,10918,0,chromosome
SRR14026537,28,10694,0,chromosome
SRR14026537,29,10493,0,chromosome
SRR14026537,2,1390663,0,chromosome
SRR14026537,30,10458,0,chromosome
SRR14026537,31,10043,0,chromosome
SRR14026537,32,9622,0,chromosome
SRR14026537,33,9077,0,chromosome
SRR14026537,34,8955,0,chromosome
SRR14026537,35,8900,0,chromosome
SRR14026537,36,8661,0,chromosome
SRR14026537,37,8542,0,chromosome
SRR14026537,38,8461,0,chromosome
SRR14026537,39,8361,0,chromosome
SRR14026537,3,161493,0,chromosome
SRR14026537,40,8310,0,chromosome
SRR14026537,41,7555,0,chromosome
SRR14026537,42,7268,0,chromosome
SRR14026537,43,7250,0,chromosome
SRR14026537,44,7134,0,chromosome
SRR14026537,45,7040,0,chromosome
SRR14026537,46,6695,0,chromosome
SRR14026537,47,6471,0,chromosome
SRR14026537,48,6414,0,chromosome
SRR14026537,49,6085,0,chromosome
SRR14026537,4,59893,1,plasmid
SRR14026537,50,5943,0,chromosome
SRR14026537,51,5500,0,chromosome
SRR14026537,52,5259,0,chromosome
SRR14026537,53,4267,0,chromosome
SRR14026537,54,4177,0,chromosome
SRR14026537,55,4074,1,plasmid
SRR14026537,56,4011,0,chromosome
SRR14026537,57,3912,0,chromosome
SRR14026537,58,3856,0,chromosome
SRR14026537,59,3846,0,chromosome
SRR14026537,5,54063,0,chromosome
SRR14026537,60,3718,0,chromosome
SRR14026537,61,3668,0,chromosome
SRR14026537,62,3585,0,chromosome
SRR14026537,63,3496,0,chromosome
SRR14026537,64,3453,0,chromosome
SRR14026537,65,3392,0,chromosome
SRR14026537,66,3018,0,chromosome
SRR14026537,67,2980,0,chromosome
SRR14026537,68,2814,0,chromosome
SRR14026537,69,2798,0,chromosome
SRR14026537,6,44802,0,chromosome
SRR14026537,70,2779,0,chromosome
SRR14026537,71,2606,0,chromosome
SRR14026537,72,2500,0,chromosome
SRR14026537,73,2409,0,chromosome
SRR14026537,74,2348,0,chromosome
SRR14026537,75,2321,0,chromosome
SRR14026537,76,2265,0,chromosome
SRR14026537,77,2168,0,chromosome
SRR14026537,78,2014,0,chromosome
SRR14026537,79,2001,0,chromosome
SRR14026537,7,43858,0,chromosome
SRR14026537,80,1978,0,chromosome
SRR14026537,81,1969,0,chromosome
SRR14026537,82,1962,0,chromosome
SRR14026537,83,1903,0,chromosome
SRR14026537,84,1787,0,chromosome
SRR14026537,85,1657,0,chromosome
SRR14026537,86,1560,0,chromosome
SRR14026537,87,1527,0,chromosome
SRR14026537,88,1493,0,chromosome
SRR14026537,89,1335,0,chromosome
SRR14026537,8,33160,1,plasmid
SRR14026537,90,1251,0,chromosome
SRR14026537,91,1244,0,chromosome
SRR14026537,92,1193,0,chromosome
SRR14026537,93,1167,0,chromosome
SRR14026537,94,1143,0,chromosome
SRR14026537,95,1143,0,chromosome
SRR14026537,96,1119,0,chromosome
SRR14026537,97,1081,0,chromosome
SRR14026537,98,1010,0,chromosome
SRR14026537,99,279,0,chromosome
SRR14026537,9,32028,0,chromosome
SRR14026535,1,2160418,0,chromosome
SRR14026535,2,763583,0,chromosome
SRR14026535,3,189250,0,chromosome
SRR14026535,4,78939,0,chromosome
SRR14026535,5,56996,0,chromosome
SRR14026535,6,35371,1,plasmid
SRR14026535,7,21374,0,chromosome
SRR14026535,8,17864,0,chromosome
SRR14026535,9,15165,1,plasmid
SRR14026535,10,14140,1,plasmid
SRR14026535,11,12080,0,chromosome
SRR14026535,12,9711,0,chromosome
SRR14026535,13,8852,0,chromosome
SRR14026535,14,7670,1,plasmid
SRR14026535,15,6173,1,plasmid
SRR14026535,16,4443,1,plasmid
SRR14026535,17,4211,0,chromosome
SRR14026535,18,3967,0,chromosome
SRR14026535,19,3950,0,chromosome
SRR14026535,20,3396,0,chromosome
SRR14026535,21,3208,0,chromosome
SRR14026535,22,2228,0,chromosome
SRR14026535,23,2091,0,chromosome
SRR14026535,24,2063,0,chromosome
SRR14026535,25,2056,1,plasmid
SRR14026535,26,1694,0,chromosome
SRR14026535,27,1493,0,chromosome
SRR14026535,28,1384,0,chromosome
SRR14026535,29,1061,0,chromosome
SRR14026535,30,847,0,chromosome
SRR14026535,31,794,0,chromosome
SRR14026535,32,657,0,chromosome
SRR14026535,33,585,0,chromosome
SRR14026535,34,527,0,chromosome
SRR14026535,35,500,0,chromosome
SRR14026535,36,376,0,chromosome
SRR14026535,37,365,0,chromosome
SRR14026535,38,331,0,chromosome
SRR14026535,39,322,0,chromosome
SRR14026552,10,5787,0,chromosome
SRR14026552,11,4721,0,chromosome
SRR14026552,12,3241,0,chromosome
SRR14026552,13,2943,0,chromosome
SRR14026552,14,2637,0,chromosome
SRR14026552,15,2582,0,chromosome
SRR14026552,16,2544,0,chromosome
SRR14026552,17,2515,0,chromosome
SRR14026552,18,2271,0,chromosome
SRR14026552,19,2167,0,chromosome
SRR14026552,1,1180049,0,chromosome
SRR14026552,20,2151,0,chromosome
SRR14026552,21,2056,1,plasmid
SRR14026552,22,1988,0,chromosome
SRR14026552,23,1367,0,chromosome
SRR14026552,24,1334,0,chromosome
SRR14026552,25,1071,0,chromosome
SRR14026552,26,803,0,chromosome
SRR14026552,27,716,0,chromosome
SRR14026552,28,486,0,chromosome
SRR14026552,29,386,0,chromosome
SRR14026552,2,877572,0,chromosome
SRR14026552,30,385,0,chromosome
SRR14026552,31,279,0,chromosome
SRR14026552,32,209,0,chromosome
SRR14026552,33,173,0,chromosome
SRR14026552,3,850536,0,chromosome
SRR14026552,4,208907,0,chromosome
SRR14026552,5,56001,1,plasmid
SRR14026552,6,25508,0,chromosome
SRR14026552,7,20977,0,chromosome
SRR14026552,8,12497,0,chromosome
SRR14026552,9,9474,0,chromosome
SRR14011011,10,5724,0,chromosome
SRR14011011,11,3322,1,plasmid
SRR14011011,12,3221,1,plasmid
SRR14011011,13,2635,0,chromosome
SRR14011011,14,2344,0,chromosome
SRR14011011,15,2056,1,plasmid
SRR14011011,16,1928,1,plasmid
SRR14011011,17,1657,0,chromosome
SRR14011011,18,1625,0,chromosome
SRR14011011,1,2920237,0,chromosome
SRR14011011,2,193541,1,plasmid
SRR14011011,3,46735,0,chromosome
SRR14011011,4,31098,0,chromosome
SRR14011011,5,18302,0,chromosome
SRR14011011,6,17304,1,plasmid
SRR14011011,7,14106,0,chromosome
SRR14011011,8,10814,0,chromosome
SRR14011011,9,9316,1,plasmid
SRR14026517,10,33519,0,chromosome
SRR14026517,11,32539,0,chromosome
SRR14026517,12,28040,0,chromosome
SRR14026517,13,25571,0,chromosome
SRR14026517,14,15203,0,chromosome
SRR14026517,15,13931,0,chromosome
SRR14026517,16,13152,0,chromosome
SRR14026517,17,12608,0,chromosome
SRR14026517,18,9508,0,chromosome
SRR14026517,19,8497,0,chromosome
SRR14026517,1,2571120,0,chromosome
SRR14026517,20,6871,0,chromosome
SRR14026517,21,5341,0,chromosome
SRR14026517,22,5327,0,chromosome
SRR14026517,23,5255,0,chromosome
SRR14026517,24,4936,0,chromosome
SRR14026517,25,3877,1,plasmid
SRR14026517,26,3294,0,chromosome
SRR14026517,27,3221,1,plasmid
SRR14026517,28,3171,0,chromosome
SRR14026517,29,2957,0,chromosome
SRR14026517,2,347523,0,chromosome
SRR14026517,30,2447,0,chromosome
SRR14026517,31,2408,0,chromosome
SRR14026517,32,2056,1,plasmid
SRR14026517,33,1966,0,chromosome
SRR14026517,34,1928,1,plasmid
SRR14026517,35,1808,0,chromosome
SRR14026517,36,1788,0,chromosome
SRR14026517,37,1466,0,chromosome
SRR14026517,38,1410,0,chromosome
SRR14026517,39,1392,0,chromosome
SRR14026517,3,194550,0,chromosome
SRR14026517,40,1366,0,chromosome
SRR14026517,41,1131,0,chromosome
SRR14026517,42,870,0,chromosome
SRR14026517,43,643,0,chromosome
SRR14026517,44,428,0,chromosome
SRR14026517,45,339,0,chromosome
SRR14026517,46,235,0,chromosome
SRR14026517,47,229,0,chromosome
SRR14026517,48,194,0,chromosome
SRR14026517,49,128,0,chromosome
SRR14026517,4,140080,0,chromosome
SRR14026517,5,126440,0,chromosome
SRR14026517,6,115249,0,chromosome
SRR14026517,7,64873,1,plasmid
SRR14026517,8,47152,0,chromosome
SRR14026517,9,45890,0,chromosome
SRR14011020,10,9934,1,plasmid
SRR14011020,11,8003,0,chromosome
SRR14011020,12,4973,0,chromosome
SRR14011020,13,3927,0,chromosome
SRR14011020,14,3461,0,chromosome
SRR14011020,15,3274,1,plasmid
